developer,sentiment_analysis
"Io-Interactive A/S,Feral Interactive (Mac)",1
"Io-Interactive A/S,Feral Interactive (Mac)",1
Daybreak Game Company,0
Daybreak Game Company,0
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,1
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,0
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,0
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,1
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,0
Daybreak Game Company,0
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,1
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,0
Daybreak Game Company,2
Daybreak Game Company,0
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,0
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,0
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,0
Daybreak Game Company,1
Daybreak Game Company,0
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,1
Daybreak Game Company,1
Daybreak Game Company,1
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,0
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,1
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,0
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,0
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,0
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,0
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,0
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,0
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,0
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,1
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,0
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,1
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Ubisoft Montreal,2
Ubisoft Montreal,2
Ubisoft Montreal,2
Ubisoft Montreal,2
Ubisoft Montreal,1
Ubisoft Montreal,1
Ubisoft Montreal,0
Ubisoft Montreal,1
Ubisoft Montreal,1
Ubisoft Montreal,2
Ubisoft Montreal,1
Ubisoft Montreal,1
Ubisoft Montreal,2
Ubisoft Montreal,2
Ubisoft Montreal,1
Ubisoft Montreal,0
Ubisoft Montreal,1
Ubisoft Montreal,2
Ubisoft Montreal,2
Ubisoft Montreal,2
Ubisoft Montreal,1
Ubisoft Montreal,1
Ubisoft Montreal,2
Ubisoft Montreal,2
Ubisoft Montreal,2
"Gearbox Software,Aspyr (Mac &amp; Linux)",1
"Haemimont Games,Feral Interactive (Mac)",1
Bithell Games,2
Bithell Games,2
Bithell Games,2
Bithell Games,1
Bithell Games,2
Bithell Games,0
Bithell Games,2
Bithell Games,2
Bithell Games,1
Bithell Games,1
Bithell Games,1
Bithell Games,2
Bithell Games,1
Bithell Games,1
Bithell Games,2
Bithell Games,2
Bithell Games,2
Bithell Games,2
Bithell Games,1
Bithell Games,1
Bithell Games,2
Bithell Games,1
Bithell Games,1
Bithell Games,1
"Xavi Canal, Ben Palgi",1
"Xavi Canal, Ben Palgi",1
"Xavi Canal, Ben Palgi",0
"Xavi Canal, Ben Palgi",2
773,2
Carbon Games,2
Carbon Games,2
Carbon Games,0
Carbon Games,1
Carbon Games,2
Carbon Games,2
Carbon Games,2
Carbon Games,2
Carbon Games,2
Carbon Games,1
Carbon Games,1
Carbon Games,2
Carbon Games,2
Carbon Games,2
Carbon Games,1
Carbon Games,2
Carbon Games,1
Carbon Games,1
Carbon Games,1
Carbon Games,2
Carbon Games,2
Carbon Games,1
Carbon Games,2
Carbon Games,1
Carbon Games,2
Carbon Games,2
Carbon Games,1
Carbon Games,1
Carbon Games,2
Carbon Games,2
Carbon Games,1
Carbon Games,1
Carbon Games,2
Carbon Games,1
Carbon Games,2
Carbon Games,2
Carbon Games,1
Carbon Games,2
Carbon Games,1
Carbon Games,2
Carbon Games,2
Carbon Games,2
Carbon Games,1
Carbon Games,2
Carbon Games,2
Carbon Games,2
Carbon Games,2
Carbon Games,2
Carbon Games,2
Carbon Games,1
Carbon Games,1
Carbon Games,2
Carbon Games,2
Carbon Games,2
Carbon Games,2
Carbon Games,1
Carbon Games,1
Carbon Games,1
Carbon Games,1
Carbon Games,1
Carbon Games,1
Carbon Games,1
Carbon Games,2
Carbon Games,1
Carbon Games,2
Carbon Games,1
United Front Games,2
"Level Up Labs, LLC",2
"Level Up Labs, LLC",2
Unknown Worlds Entertainment,1
Unknown Worlds Entertainment,1
Unknown Worlds Entertainment,1
Unknown Worlds Entertainment,2
Unknown Worlds Entertainment,1
Unknown Worlds Entertainment,1
Unknown Worlds Entertainment,2
Unknown Worlds Entertainment,2
Unknown Worlds Entertainment,2
Unknown Worlds Entertainment,0
Unknown Worlds Entertainment,2
Unknown Worlds Entertainment,1
Unknown Worlds Entertainment,2
Unknown Worlds Entertainment,1
Unknown Worlds Entertainment,2
Unknown Worlds Entertainment,2
Unknown Worlds Entertainment,1
Unknown Worlds Entertainment,1
Unknown Worlds Entertainment,1
Unknown Worlds Entertainment,2
Unknown Worlds Entertainment,2
Unknown Worlds Entertainment,0
Unknown Worlds Entertainment,2
Unknown Worlds Entertainment,1
Unknown Worlds Entertainment,1
Unknown Worlds Entertainment,1
Unknown Worlds Entertainment,1
Unknown Worlds Entertainment,2
Unknown Worlds Entertainment,2
Unknown Worlds Entertainment,2
Unknown Worlds Entertainment,1
Unknown Worlds Entertainment,1
Unknown Worlds Entertainment,2
Unknown Worlds Entertainment,1
Unknown Worlds Entertainment,0
Unknown Worlds Entertainment,1
Unknown Worlds Entertainment,1
Unknown Worlds Entertainment,2
Unknown Worlds Entertainment,2
Unknown Worlds Entertainment,1
Unknown Worlds Entertainment,1
Unknown Worlds Entertainment,1
Unknown Worlds Entertainment,1
Unknown Worlds Entertainment,2
Unknown Worlds Entertainment,2
Unknown Worlds Entertainment,1
Unknown Worlds Entertainment,1
Unknown Worlds Entertainment,2
Unknown Worlds Entertainment,1
Unknown Worlds Entertainment,1
Unknown Worlds Entertainment,1
Unknown Worlds Entertainment,1
Unknown Worlds Entertainment,1
The Farm 51,1
The Farm 51,2
The Farm 51,0
Might and Delight,1
Might and Delight,2
Might and Delight,1
Might and Delight,2
Serious Brew,2
"Tequila Works, S.L.",1
"Tequila Works, S.L.",2
"Tequila Works, S.L.",2
"Tequila Works, S.L.",2
"Tequila Works, S.L.",2
"Tequila Works, S.L.",1
"Tequila Works, S.L.",2
"Tequila Works, S.L.",2
"Tequila Works, S.L.",2
"Tequila Works, S.L.",2
"Tequila Works, S.L.",1
"Tequila Works, S.L.",2
"Tequila Works, S.L.",1
"Tequila Works, S.L.",2
"Tequila Works, S.L.",2
"Tequila Works, S.L.",2
"Tequila Works, S.L.",1
"Tequila Works, S.L.",0
1C-SoftClub,2
Shiver Games,2
Shiver Games,1
Shiver Games,1
Shiver Games,2
Shiver Games,2
Shiver Games,0
Shiver Games,1
"Creative Assembly, PC Port - Hardlight",0
"Creative Assembly, PC Port - Hardlight",1
Exor Studios,1
Exor Studios,1
Exor Studios,1
IPACS,1
OVERKILL Software,1
Power of 2,1
Power of 2,1
Power of 2,2
Power of 2,2
Power of 2,1
Power of 2,2
Power of 2,2
Power of 2,2
Power of 2,2
Power of 2,0
Power of 2,1
Power of 2,1
Power of 2,1
Power of 2,2
Power of 2,0
Power of 2,1
Power of 2,1
Power of 2,1
Power of 2,1
Power of 2,2
Torn Banner Studios,2
Torn Banner Studios,2
Torn Banner Studios,1
Torn Banner Studios,2
Torn Banner Studios,0
Torn Banner Studios,2
Torn Banner Studios,1
Torn Banner Studios,1
Torn Banner Studios,2
Torn Banner Studios,2
Torn Banner Studios,2
Torn Banner Studios,2
Torn Banner Studios,2
Torn Banner Studios,2
Torn Banner Studios,1
Torn Banner Studios,0
Torn Banner Studios,2
Torn Banner Studios,1
Torn Banner Studios,2
Torn Banner Studios,1
Torn Banner Studios,2
Torn Banner Studios,2
Torn Banner Studios,0
Torn Banner Studios,2
Torn Banner Studios,2
Torn Banner Studios,1
Torn Banner Studios,1
Torn Banner Studios,2
Torn Banner Studios,1
Torn Banner Studios,0
Torn Banner Studios,2
Torn Banner Studios,2
Torn Banner Studios,2
Torn Banner Studios,1
Torn Banner Studios,1
Torn Banner Studios,2
Torn Banner Studios,1
Torn Banner Studios,1
Torn Banner Studios,2
Torn Banner Studios,1
Torn Banner Studios,2
Torn Banner Studios,2
Torn Banner Studios,0
Torn Banner Studios,1
Torn Banner Studios,1
Torn Banner Studios,2
Torn Banner Studios,1
Torn Banner Studios,1
Torn Banner Studios,2
Torn Banner Studios,1
Torn Banner Studios,1
Torn Banner Studios,1
Torn Banner Studios,2
Torn Banner Studios,1
Torn Banner Studios,1
Torn Banner Studios,1
Torn Banner Studios,0
Torn Banner Studios,2
Torn Banner Studios,2
Torn Banner Studios,1
Torn Banner Studios,2
Torn Banner Studios,1
Torn Banner Studios,1
Torn Banner Studios,2
Torn Banner Studios,1
Torn Banner Studios,2
Torn Banner Studios,2
Torn Banner Studios,2
Torn Banner Studios,2
Torn Banner Studios,0
Torn Banner Studios,1
Torn Banner Studios,2
Torn Banner Studios,2
Torn Banner Studios,2
Torn Banner Studios,2
Torn Banner Studios,2
Torn Banner Studios,1
Torn Banner Studios,1
Torn Banner Studios,1
Torn Banner Studios,2
Torn Banner Studios,1
Torn Banner Studios,1
Torn Banner Studios,0
Torn Banner Studios,2
Torn Banner Studios,2
Torn Banner Studios,1
Torn Banner Studios,2
Torn Banner Studios,1
Torn Banner Studios,1
Torn Banner Studios,2
Torn Banner Studios,1
Torn Banner Studios,2
Torn Banner Studios,2
Torn Banner Studios,1
Torn Banner Studios,1
Torn Banner Studios,1
Torn Banner Studios,2
Torn Banner Studios,1
Torn Banner Studios,1
Torn Banner Studios,1
Torn Banner Studios,2
Torn Banner Studios,0
Torn Banner Studios,1
Torn Banner Studios,2
Torn Banner Studios,2
Torn Banner Studios,2
Torn Banner Studios,1
Torn Banner Studios,2
Torn Banner Studios,0
Torn Banner Studios,1
Torn Banner Studios,2
Torn Banner Studios,0
Torn Banner Studios,1
Torn Banner Studios,2
Torn Banner Studios,1
Torn Banner Studios,2
Torn Banner Studios,1
Torn Banner Studios,2
Torn Banner Studios,2
Torn Banner Studios,1
Torn Banner Studios,1
Torn Banner Studios,2
Torn Banner Studios,0
Torn Banner Studios,2
Torn Banner Studios,1
Torn Banner Studios,0
Torn Banner Studios,0
Torn Banner Studios,2
Torn Banner Studios,1
Torn Banner Studios,0
Torn Banner Studios,2
Torn Banner Studios,1
Torn Banner Studios,1
Torn Banner Studios,1
Torn Banner Studios,1
Torn Banner Studios,2
Torn Banner Studios,2
Torn Banner Studios,1
Torn Banner Studios,1
Torn Banner Studios,1
Torn Banner Studios,2
Torn Banner Studios,2
Torn Banner Studios,1
Torn Banner Studios,2
Torn Banner Studios,2
Torn Banner Studios,1
Torn Banner Studios,1
Torn Banner Studios,1
Torn Banner Studios,1
Torn Banner Studios,1
Torn Banner Studios,1
Torn Banner Studios,0
Torn Banner Studios,2
Torn Banner Studios,0
Torn Banner Studios,2
Torn Banner Studios,0
Torn Banner Studios,0
Torn Banner Studios,2
Torn Banner Studios,0
Torn Banner Studios,1
Torn Banner Studios,1
Torn Banner Studios,2
Torn Banner Studios,1
Torn Banner Studios,2
Torn Banner Studios,0
Torn Banner Studios,2
Torn Banner Studios,0
Torn Banner Studios,2
Torn Banner Studios,1
Torn Banner Studios,2
Torn Banner Studios,1
Torn Banner Studios,1
Torn Banner Studios,0
Torn Banner Studios,2
Torn Banner Studios,1
Torn Banner Studios,2
Torn Banner Studios,2
Torn Banner Studios,2
Torn Banner Studios,2
Torn Banner Studios,1
Torn Banner Studios,1
Torn Banner Studios,1
Torn Banner Studios,2
Torn Banner Studios,1
Torn Banner Studios,1
Torn Banner Studios,1
Torn Banner Studios,2
Torn Banner Studios,0
Torn Banner Studios,1
Torn Banner Studios,2
Torn Banner Studios,2
Torn Banner Studios,2
Torn Banner Studios,2
Torn Banner Studios,2
Torn Banner Studios,1
Torn Banner Studios,1
Torn Banner Studios,2
Torn Banner Studios,1
Torn Banner Studios,2
Torn Banner Studios,2
Torn Banner Studios,0
Torn Banner Studios,2
Klei Entertainment,2
Klei Entertainment,2
Klei Entertainment,2
Klei Entertainment,1
Klei Entertainment,2
Klei Entertainment,2
Klei Entertainment,2
Klei Entertainment,2
Klei Entertainment,2
Klei Entertainment,2
Klei Entertainment,2
Klei Entertainment,1
Klei Entertainment,0
Klei Entertainment,2
Klei Entertainment,2
Klei Entertainment,2
Klei Entertainment,2
Klei Entertainment,2
Klei Entertainment,2
Klei Entertainment,2
Klei Entertainment,2
Klei Entertainment,2
Klei Entertainment,1
Team17 Digital Ltd,2
Team17 Digital Ltd,2
Team17 Digital Ltd,2
Team17 Digital Ltd,2
Team17 Digital Ltd,1
Team17 Digital Ltd,1
Team17 Digital Ltd,1
Team17 Digital Ltd,1
Team17 Digital Ltd,1
Positech Games,2
Positech Games,1
Cyanide Studio - Spiders Studios,2
Wizarbox,1
Wizarbox,1
Wizarbox,2
Cyanide Studios,0
Cyanide Studios,2
ExDream GmbH,2
ExDream GmbH,2
Qooc Software,1
Sos,1
Sos,2
Sos,1
Sos,2
Sos,1
Sos,1
Sos,2
Sos,2
Sos,1
Sos,2
Sos,2
Sos,1
Sos,2
Sos,2
Sos,1
Sos,2
Sos,2
Robot Entertainment,1
Arkane Studios,2
Arkane Studios,2
Arkane Studios,2
Arkane Studios,2
Arkane Studios,2
Arkane Studios,2
Arkane Studios,2
Arkane Studios,0
Arkane Studios,2
Arkane Studios,2
Arkane Studios,2
Arkane Studios,1
Arkane Studios,2
Arkane Studios,1
Arkane Studios,1
Arkane Studios,2
Arkane Studios,2
Arkane Studios,2
Arkane Studios,2
Arkane Studios,1
Arkane Studios,1
Arkane Studios,2
Arkane Studios,2
Arkane Studios,0
Arkane Studios,2
Arkane Studios,2
Arkane Studios,0
Arkane Studios,1
Arkane Studios,2
Arkane Studios,0
Arkane Studios,1
Arkane Studios,2
Arkane Studios,1
Arkane Studios,1
Arkane Studios,0
Arkane Studios,2
Arkane Studios,2
Arkane Studios,2
Arkane Studios,2
Arkane Studios,2
Arkane Studios,2
Arkane Studios,2
Arkane Studios,1
Arkane Studios,0
Arkane Studios,2
Arkane Studios,1
Arkane Studios,2
Arkane Studios,2
Arkane Studios,1
Arkane Studios,2
Arkane Studios,1
Arkane Studios,2
Arkane Studios,2
Arkane Studios,2
Arkane Studios,1
Arkane Studios,2
Arkane Studios,1
Arkane Studios,1
Arkane Studios,2
Arkane Studios,2
Arkane Studios,1
Arkane Studios,2
Arkane Studios,1
Arkane Studios,2
Arkane Studios,0
Arkane Studios,2
Arkane Studios,1
Arkane Studios,1
Arkane Studios,2
Arkane Studios,2
Arkane Studios,1
Arkane Studios,2
Arkane Studios,2
Arkane Studios,2
Arkane Studios,2
Arkane Studios,1
Arkane Studios,1
Arkane Studios,2
Arkane Studios,2
Arkane Studios,1
Arkane Studios,2
Arkane Studios,2
Arkane Studios,1
Arkane Studios,2
Arkane Studios,1
Arkane Studios,2
Arkane Studios,1
Arkane Studios,1
Arkane Studios,1
Arkane Studios,2
Arkane Studios,2
Arkane Studios,1
Arkane Studios,2
Arkane Studios,2
Arkane Studios,2
Arkane Studios,2
Arkane Studios,2
Arkane Studios,2
Arkane Studios,2
Arkane Studios,2
Arkane Studios,1
Arkane Studios,1
Arkane Studios,2
Arkane Studios,2
Arkane Studios,2
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,0
The Behemoth,2
The Behemoth,2
The Behemoth,0
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,0
The Behemoth,1
The Behemoth,2
The Behemoth,1
The Behemoth,2
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,1
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,1
The Behemoth,1
The Behemoth,2
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,0
The Behemoth,2
The Behemoth,0
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,1
The Behemoth,2
The Behemoth,1
The Behemoth,1
The Behemoth,1
The Behemoth,2
The Behemoth,1
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,0
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,1
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,1
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,1
The Behemoth,2
The Behemoth,0
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,1
The Behemoth,2
The Behemoth,1
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,1
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,0
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,1
The Behemoth,2
The Behemoth,1
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,1
The Behemoth,2
The Behemoth,1
The Behemoth,1
The Behemoth,1
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,1
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,1
The Behemoth,1
The Behemoth,1
The Behemoth,1
The Behemoth,1
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,1
The Behemoth,2
Opus,2
Opus,1
Opus,2
Opus,2
Opus,2
Opus,1
Aspyr,2
Aspyr,2
Aspyr,1
Runic Games,2
Runic Games,2
Runic Games,1
Runic Games,2
Runic Games,2
Runic Games,2
Runic Games,1
Runic Games,2
Runic Games,2
Runic Games,2
Runic Games,2
Runic Games,2
Runic Games,1
Runic Games,2
Runic Games,1
Runic Games,2
Runic Games,1
Runic Games,1
Runic Games,2
Runic Games,1
Runic Games,2
Runic Games,1
Runic Games,2
Runic Games,2
Runic Games,1
Runic Games,2
Runic Games,1
Runic Games,2
Runic Games,2
Runic Games,2
Runic Games,1
Runic Games,1
Runic Games,1
Runic Games,2
Runic Games,2
Runic Games,2
Runic Games,2
Runic Games,1
Runic Games,2
Runic Games,1
Runic Games,1
Runic Games,2
Runic Games,1
Runic Games,2
Runic Games,1
Runic Games,1
Runic Games,2
Runic Games,2
Runic Games,1
Runic Games,2
Runic Games,1
Runic Games,1
Runic Games,2
Runic Games,1
Runic Games,2
Runic Games,2
Runic Games,1
Runic Games,2
Runic Games,1
Runic Games,2
Runic Games,1
Runic Games,2
Runic Games,2
Runic Games,2
Runic Games,1
Runic Games,2
Runic Games,1
Runic Games,2
Runic Games,2
Runic Games,2
Runic Games,2
Runic Games,2
Runic Games,1
Runic Games,2
Runic Games,2
Runic Games,2
Runic Games,2
Runic Games,2
Runic Games,2
Runic Games,2
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
